Outlier Number,name,gal_l,gal_b,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,hard_hm,hard_hs,nh_gal,acis_num,acis_time,likelihood,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,SIMBAD Best Match,SIMBAD Object Type
26, 2CXO J074409.1+291451,190.88019,23.56719,0.71,0.71,87.6,12.53,0.7683,0.3448,4.09,1,10817.1,912.6927,2.317e-13,-0.44,3.716e-06,3.26e-06,6.3610000000000015,1.832e-13,5.6320000000000014,4.805e-06,4.1039999999999997e-07,6.8020000000000005,1.428e-13,100.0,200.2,7.26e-05,10.059,UGC 3995 B,Sy2
27, 2CXO J080405.8+050649,216.69582999999997,18.481379999999998,0.71,0.71,0.0,92.59,0.8245,0.5584,3.53,6,58638.1,64078.21,3.305e-12,-1.042,7.65e-08,1.686e-05,4.819,2.27e-12,58.6,1.536e-07,3.146e-07,4.846,3.0860000000000004e-12,100.0,1409.0,0.003201,7.284,Mrk 1210,Sy2
28, 2CXO J080853.6-102739,231.4235,11.96973,0.71,0.71,88.6,19.13,0.8782,0.6758,7.63,1,19784.7,2078.354,4.46e-13,-0.925,2.655e-06,2.839e-06,3.5069999999999997,3.863e-13,25.55,7.046e-06,1.0929999999999999e-07,3.5060000000000002,4.039e-13,100.0,878.8,0.0003324,5.415,3C 195,Sy2
29, 2CXO J085241.3+332518,190.45474,38.76079,0.74,0.72,95.3,16.52,0.872,0.8595,2.98,2,40262.8,1278.853,2.689e-13,-1.6669999999999998,9.434999999999999e-07,5.001e-07,1.8619999999999999,1.788e-13,91.44,238.3,1.7969999999999998e-08,2.677,2.411e-13,100.0,1790.0,0.0002998,3.5189999999999997,NGC 2683,AGN
30, 2CXO J090036.8+205340,206.44342,37.3618,0.71,0.71,127.5,26.01,0.7183,0.6309,3.37,2,49689.2,2004.194,4.297e-13,-0.32299999999999995,6.904000000000001e-07,6.735e-06,2.157,4.254e-13,5.1770000000000005,1.44e-06,8.06e-07,2.376,4e-13,100.0,797.5,0.0003111,3.846,2MASX J09003684+2053402,Sy2
31, 2CXO J094945.8+731423,138.05705,38.07977,0.71,0.71,75.1,20.37,0.8282,0.7133,2.33,1,28520.5,2630.328,4.683e-13,-1.55,2.102e-06,1.024e-06,2.855,5.911e-13,59.36,0.1571,3.837e-08,3.2039999999999997,4.363e-13,100.0,2425.0,0.0006603,4.822,7C 094437.60+732735.00,Sy2
32, 2CXO J100149.5+284708,200.20681000000002,52.706830000000004,0.71,0.71,175.5,15.54,0.7858,0.4797,2.14,1,7945.5,1732.5829999999999,5.521e-13,-0.254,2.318e-06,9.869e-06,4.5710000000000015,5.189e-13,4.302,1.5909999999999999e-06,1.464e-06,5.078,4.401e-13,100.0,351.0,0.00025269999999999996,7.934,7C 095855.89+290131.00,Sy1
33, 2CXO J100502.9-074643,247.79925,36.7066,1.0,0.77,171.2,8.7,0.727,0.3848,4.61,11,1138619.7,143.5762,1.453e-15,0.8140000000000001,1.638e-05,1.175e-07,1.449,1.211e-15,1.109,2.176e-05,1.034e-07,1.492,1.361e-15,100.0,13.11,4.384e-07,1.515,[LIW2015] 253,AGN
34, 2CXO J100534.5-073816,247.78019,36.89814000000001,0.82,0.77,87.2,26.51,0.8382,0.6921,4.59,8,902118.9,1563.965,3.0289999999999996e-14,-0.614,4.02e-06,3.071e-07,1.65,2.7339999999999997e-14,5.331,4.3969999999999996e-06,5.2279999999999996e-08,1.6540000000000001,2.7389999999999997e-14,100.0,633.4,1.957e-05,2.407,[LIW2015] 240,AGN
35, 2CXO J101623.6-585542,284.06992,-1.8562900000000002,0.72,0.71,139.5,15.52,0.9332,0.9394,151.3,1,18719.9,1641.229,5.161e-13,-2.12,2.416e-05,4.305e-07,1.536,2.998e-13,114.6,450.7,2.9389999999999997e-08,1.7169999999999999,4.331e-13,100.0,1696.0,0.0005081,2.576,2MASS J10162366-5855427,*
36, 2CXO J104749.4+122748,233.67788,57.5707,0.86,0.81,13.2,12.18,0.8957,0.8245,2.79,7,375598.8,341.0246,2.7639999999999996e-14,-0.262,65.85,5.576e-07,2.031,2.518e-14,3.4330000000000003,37.85,1.1279999999999999e-07,1.9340000000000002,2.6739999999999998e-14,100.0,518.5,1.771e-05,2.7110000000000003,2MASX J10474945+1227487,Sy1
37, 2CXO J110548.4-000250,255.54356,52.820319999999995,0.72,0.71,153.4,10.75,0.8682,0.9407,4.07,2,81403.6,796.1023,4.9439999999999996e-14,-0.622,53.14,5.682e-07,0.213,4.054e-14,7.263,33.32,6.138e-08,0.217,4.268e-14,100.0,445.3,2.702e-05,2.3819999999999997,CXOGSG J110548.4-000250,HXB?
38, 2CXO J113543.9+490216,151.57461999999995,63.66693000000001,1.01,0.91,148.7,17.22,0.9619,0.8819,1.62,1,47256.9,1047.067,2.015e-13,-0.23199999999999998,968.8,7.658e-06,1.815,1.722e-13,4.862,839.2,7.645e-07,1.818,2.355e-13,100.0,1855.0,0.00029769999999999997,1.955,MCG+08-21-065,LIN
39, 2CXO J114528.9+313347,191.83489,74.97651,0.71,0.71,95.9,16.39,0.8482,0.7595,1.93,1,58920.3,1360.5970000000002,8.991e-14,-0.314,4.098e-06,1.426e-06,2.775,8.097000000000003e-14,2.7310000000000003,7.96e-06,5.015e-07,2.752,8.252999999999999e-14,100.0,317.3,4.636e-05,3.847,3C 265,Sy1
40, 2CXO J121032.5+392420,155.07731,75.06311,0.71,0.71,0.0,357.17,0.8382,0.7733,2.06,4,215252.3,543409.2,1.717e-11,-0.6559999999999999,2.381e-07,0.0001617,15.177,1.697e-11,5.5470000000000015,1.549e-07,2.755e-05,15.681,1.3650000000000001e-11,100.0,363.0,0.007965999999999999,38.543,NGC 4151,Sy1
41, 2CXO J121323.1-261807,292.40754,35.790729999999996,0.71,0.71,173.0,20.94,0.7208,0.7333,7.58,1,9906.6,1248.266,9.849e-13,-0.18100000000000002,3.467e-06,1.926e-05,1.635,9.204e-13,3.234,8.619e-07,4.092e-06,2.293,6.96e-13,100.0,147.3,0.00032089999999999994,4.0889999999999995,3FHL J1213.2-2618,BLL
42, 2CXO J121417.8+293143,194.39292,81.48456999999998,0.72,0.72,27.4,12.03,0.8357,0.5684,1.7,1,5023.7,887.3497,8.018e-13,-0.6809999999999999,7.536e-06,7.624e-06,2.2840000000000003,6.575e-13,9.038,1.7080000000000004e-06,6.967e-07,2.419,7.132e-13,100.0,710.6,0.0005095,5.834,7C 121146.50+294816.00,Sy1
43, 2CXO J122546.7+123943,279.12142,74.33559,0.71,0.71,175.4,62.84,0.9032,0.9144,2.71,2,47577.4,18673.84,2.5639999999999996e-12,-1.88,1.251e-06,3.297e-06,2.187,3.2850000000000002e-12,97.69,377.8,1.683e-07,3.0660000000000003,2.292e-12,100.0,1919.0,0.002896,3.988,NGC 4388,Sy2
44, 2CXO J123536.6-395433,299.63892999999996,22.8613,0.71,0.71,87.3,78.58,0.767,0.4997,7.35,1,39596.2,37935.39,3.9589999999999996e-12,-2.069,5.968e-07,3.709e-06,9.832,2.8749999999999998e-12,100.4,1146.0,3.520000000000001e-07,11.513,7.197e-13,19.39,2.196e-06,0.0001704,14.088,NGC 4507,Sy2
45, 2CXO J123611.3+622150,125.98912,54.6735,1.21,0.9,5.9,11.43,0.7658,0.8994,1.55,10,1127464.7,229.8153,2.132e-15,0.363,58.92,1.526e-07,2.504,2.649e-15,2.1790000000000003,0.00024290000000000002,3.048e-08,2.511,2.932e-15,100.0,188.9,1.463e-06,2.541,[R2000] J123611.408+622149.81,X
46, 2CXO J125412.0+273733,72.1577,89.21007,0.71,0.71,88.7,13.03,0.8432,0.8745,0.72,1,24801.9,1130.277,1.862e-13,-0.919,5.863e-06,1.2e-06,2.079,1.664e-13,52.77,7.452000000000003e-06,2.125e-08,2.094,1.792e-13,100.0,1215.0,0.0001727,4.7360000000000015,Coma A,Sy2
47, 2CXO J130414.3-102022,308.09641,52.40378,0.71,0.71,0.0,20.8,0.862,0.6196,3.36,1,13612.5,2677.734000000001,9.717e-13,-2.327,1.66e-05,5.868999999999999e-07,4.774,7.318e-12,116.9,1019.0,7.01e-08,5.4670000000000005,9.32e-13,100.0,2967.0,0.001685,5.876,NGC 4939,Sy2
48, 2CXO J132117.8+423515,103.38401,73.38874,0.71,0.71,37.1,18.16,0.9719,0.9706,1.24,1,39623.5,2358.46,2.566e-13,-0.289,1224.0,9.572000000000001e-06,2.141,2.225e-13,4.5969999999999995,1148.0,1.179e-06,2.122,3.015e-13,100.0,2265.0,0.00043919999999999994,2.329,2MASX J13211781+4235153,Sy2
49, 2CXO J133700.1-295145,314.58099,31.97632,0.72,0.71,174.8,10.07,-0.7808,-0.9819,3.7,12,789716.1,125.3933,1.805e-15,10.0,101.5,1.872e-05,1.3090000000000002,1.809e-15,0.1552,11.07,0.001017,1.4,0.0,0.003175,1733.0,3.003e-09,5.082,[LKB2014] X204,X
50, 2CXO J134442.0+555312,108.10613000000001,59.68179,0.71,0.71,59.1,28.44,0.6783,0.6296,1.09,1,44193.4,3089.026,2.5300000000000003e-13,0.004,4.794e-07,6.527e-06,4.985,2.6600000000000003e-13,8.725,8.484e-07,2.84e-07,5.66,1.276e-13,100.0,17.07,4.423e-05,6.689,Mrk 273,Sy2
51, 2CXO J135602.6+182217,5.82112,72.74739,0.71,0.71,178.5,14.48,0.7171,0.456,2.07,1,49325.8,681.7187,6.877000000000003e-14,-0.64,3.118e-06,8.009e-07,5.4570000000000025,6.006e-14,5.6560000000000015,3.7360000000000003e-06,1.289e-07,5.834,2.883e-14,100.0,2.827,9.318e-06,7.566,Mrk 463W,Sy2
52, 2CXO J140644.0+341125,61.13313,72.37106999999997,0.71,0.71,103.1,13.9,0.8882,0.8994,1.21,3,211360.2,876.4251,2.461e-14,-0.731,7.737e-05,2.171e-07,1.564,2.0740000000000002e-14,6.601,5.792e-07,3.21e-08,1.5530000000000002,2.016e-14,100.0,349.2,1.16e-05,2.8080000000000003,3C 294,rG
53, 2CXO J141309.9-652020,311.32601,-3.808,0.71,0.71,0.0,150.47,0.7295,0.9532,59.88,5,225338.9,91947.02,2.062e-12,-0.289,26.95,3.539e-05,10.92,2.146e-12,5.6129999999999995,6.307,3.4689999999999997e-06,11.720999999999998,1.343e-12,100.0,139.7,0.0006181,15.248,CXOU J141310.0-652021,X
54, 2CXO J141314.8-031227,339.15022,53.8101,0.71,0.71,86.4,29.4,0.7783,0.8207,3.82,2,9552.0,3548.71,6.232e-13,-0.332,1.849,1.017e-05,0.87,5.781e-13,2.7689999999999997,4.296e-06,3.5160000000000007e-06,0.91,5.265e-13,100.0,227.1,0.0002715,2.17,NGC 5506,AGN
55, 2CXO J143544.1+350433,59.035669999999996,66.38580999999999,0.77,0.73,106.1,14.21,0.6971,0.361,0.99,4,108131.8,804.668,9.209e-14,-0.9420000000000001,1.373e-07,6.424e-07,3.221,7.82e-14,6.2139999999999995,1.328e-05,1.342e-07,3.424,3.74e-14,100.0,5.994e-06,1.174e-05,4.673,MCG+06-32-072,Sy2
56, 2CXO J144223.8-171511,337.32446,38.09855,0.71,0.71,4.8,19.63,0.7758,0.391,7.83,1,18216.3,1175.515,1.005e-13,1.6230000000000002,1.0779999999999999e-06,1.751e-05,8.584,3.624e-11,33.41,0.1421,4.8120000000000003e-08,10.111,9.542e-14,13.58,5.473e-06,2.235e-05,8.902000000000003,NGC 5728,Sy2
57, 2CXO J144432.9-621659,315.67086,-2.24244,0.87,0.74,90.3,11.29,-0.4297,-0.9032,88.57,2,140821.1,373.7011,6.359e-15,9.602,104.8,7.287e-05,2.144,1.834e-15,2.5860000000000003,4.301e-05,1.208e-08,11.370999999999999,5.486e-15,0.158,62.42,0.005915999999999999,1.9409999999999998,No object found.,
58, 2CXO J154223.3-522309,327.41965,2.1636599999999997,0.71,0.71,0.0,41.75,0.767,0.9432,93.67,1,23742.7,8450.546,1.818e-12,-0.45299999999999996,24.3,2.426e-05,3.3689999999999998,1.893e-12,9.687000000000001,1.975,1.4269999999999996e-06,3.573,1.274e-12,100.0,185.2,0.0006225,5.272,V* QV Nor,HXB 
59, 2CXO J155821.9-140959,356.51457,28.67628,0.72,0.72,112.3,10.01,0.7933,0.6571,11.47,1,40058.0,249.008,8.266e-14,-0.75,6.831000000000001e-07,6.977e-07,1.3769999999999998,6.265e-14,12.92,4.561e-05,4.513999999999999e-08,1.3980000000000001,7.400000000000001e-14,100.0,817.3,5.969e-05,1.9480000000000002,ICRF J155821.9-140959,Sy2
60, 2CXO J161612.9-080739,5.01756,29.18743,12.27,8.45,91.9,11.48,0.6721,0.1824,12.26,1,62409.0,26.14462,5.742000000000002e-14,-0.08800000000000001,1.256e-06,1.277e-06,1.821,3.002e-14,2.577,5.925e-05,3.629e-07,1.841,4.581e-14,100.0,174.7,1.986e-05,1.88,No object found.,
61, 2CXO J162826.8-502239,334.1083700000001,-1.12576,0.71,0.71,135.9,18.05,0.8894,0.9369,159.8,1,4933.7,2504.119,2.247e-12,-1.01,7.593,1.228e-05,1.159,1.7409999999999995e-12,69.47,10.92,1.861e-07,1.16,1.7409999999999995e-12,100.0,532.5,0.001159,3.282,IGR J16287-5021,LXB
62, 2CXO J163201.8-475228,336.32972,0.1688,1.56,1.56,0.0,45.1,0.9931,0.9944,207.8,1,9629.7,11125.87,9.404e-12,-1.028,1742.0,9.888e-05,1.1740000000000002,1.198e-10,182.2,1770.0,5.831e-07,1.1740000000000002,9.6e-12,100.0,3508.0,0.02011,1.531,3FHL J1633.0-4746e,HXB
63, 2CXO J164640.5-442704,340.57127,0.5555100000000001,2.51,1.69,49.5,17.19,0.8320000000000001,0.9569,172.7,1,69154.2,620.0393,2.592e-13,-0.5429999999999999,68.94,3.292e-06,1.075,2.1600000000000004e-13,6.6110000000000015,42.17,3.581e-07,1.088,2.096e-13,100.0,449.4,0.0001311,1.3880000000000001,No object found.,
64, 2CXO J165419.7-414911,343.48733,1.16394,0.71,0.71,93.2,20.85,0.6096,0.9119,123.9,2,120571.8,2685.024000000001,7.709e-14,-0.297,5.736e-05,1.2969999999999998e-06,3.594,6.315e-14,3.112,2.048e-06,3.368e-07,4.218,5.397e-14,100.0,92.04,2.299e-05,4.678,HD 152270,WR*
65, 2CXO J171750.2-373533,349.5841,0.10870999999999999,1.59,1.19,151.0,10.73,0.7345,0.8807,174.1,1,55736.3,263.4786,8.631e-14,-0.098,29.83,2.112e-06,1.061,7.58e-14,3.1180000000000003,1.2229999999999999,4.018e-07,1.171,6.82e-14,100.0,161.9,3.251e-05,2.046,No object found.,
66, 2CXO J174009.1-284725,359.4942,1.09479,0.72,0.72,133.3,11.3,0.7046,0.8869,87.52,2,3310.2,1065.924,1.5800000000000001e-12,-0.251,2.733,2.845e-05,1.145,1.348e-12,2.783,5.1770000000000014e-06,8.623999999999999e-06,1.511,1.194e-12,100.0,152.2,0.0005664,3.0069999999999997,AX J1740.1-2847,X
67, 2CXO J174026.8-365537,352.62588999999997,-3.2724900000000003,0.71,0.71,27.8,12.13,0.7658,0.802,45.18,1,4894.0,963.2344,8.279999999999998e-13,-0.365,2.45e-05,1.242e-05,0.691,7.182e-13,3.471,6.392000000000001e-07,2.966e-06,1.01,6.3e-13,100.0,245.5,0.0003318,3.841,IGR J17404-3655,XB*
68, 2CXO J174429.5-291909,359.54464,0.01005,0.73,0.72,8.8,12.34,0.9781,0.9544,126.5,6,171600.4,421.5239,6.889e-14,-0.9890000000000001,518.5,6.424e-07,0.9990000000000001,1.338e-13,71.83,528.2,9.146e-09,0.9990000000000001,8.202999999999997e-14,100.0,1993.0,0.0001093,1.2670000000000001,CXOU J174429.6-291908,X
69, 2CXO J174510.8-290327,359.84612999999996,0.01864,0.76,0.76,0.0,16.26,0.7758,0.7845,114.3,58,1589456.9,310.9578,1.1790000000000001e-14,-0.866,1.864e-05,8.426e-08,1.159,8.112e-14,63.66,2.984e-05,1.134e-09,1.1640000000000001,1.1e-14,100.0,1155.0,1.051e-05,1.531,CXOU J174510.8-290329,X
70, 2CXO J174512.1-290004,359.89671,0.04401,0.81,0.79,136.0,9.39,0.9731,0.9157,111.7,60,1595126.0,165.09400000000005,7.058e-15,-0.23,200.8,2.1539999999999998e-07,0.396,7.499e-15,4.275,134.4,2.738e-08,0.401,9.017e-15,100.0,689.2,6.6720000000000015e-06,0.509,CXOU J174512.1-290004,X
71, 2CXO J174516.8-290541,359.8259,-0.01929,0.74,0.73,152.8,15.23,0.9557,0.9644,115.2,53,1545964.1,544.2719999999998,8.441e-15,-0.45399999999999996,187.0,1.737e-07,0.789,8.318000000000001e-15,5.478,148.7,2.142e-08,0.789,1.0579999999999999e-14,100.0,1007.0,9.285e-06,0.831,CXOU J174516.8-290541,X
72, 2CXO J174517.0-285419,359.98781,0.07874,1.02,0.86,27.6,11.84,0.9132,0.812,107.5,62,1686545.7,170.6732,5.396e-15,-2.251,0.00017209999999999998,7.0730000000000015e-09,0.7170000000000001,8.14e-15,47.05,845.9,1.785e-09,0.727,9.522e-15,100.0,2367.0,1.412e-05,0.742,CXOU J174517.1-285420,X
73, 2CXO J174519.8-290114,359.89496,0.00987,0.72,0.71,163.3,22.94,0.9781,0.9869,112.6,59,1575924.0,1489.641,1.0570000000000001e-14,-0.099,374.7,3.6490000000000004e-07,2.0269999999999997,9.159999999999999e-15,4.038,266.5,4.0680000000000004e-08,2.03,1.165e-14,100.0,941.7,9.912000000000001e-06,2.0669999999999997,CXOU J174519.8-290114,X
74, 2CXO J174523.4-290249,359.87917999999996,-0.01499,0.8,0.76,88.3,8.08,0.9244,0.9369,113.2,62,1747520.3,113.52,2.913e-15,-2.885,0.0014060000000000001,1.013e-09,0.601,3.945e-15,134.3,1315.0,2.955e-10,0.628,4.246e-15,99.99,3910.0,1.026e-05,0.652,CXOU J174523.4-290248,X
75, 2CXO J174524.3-290200,359.89256,-0.01055,0.76,0.74,103.5,9.07,0.9032,0.9344,112.7,62,1747520.3,106.0267,9.385e-16,-1.734,0.0004316,5.192e-09,0.9790000000000001,2.28e-15,110.0,196.7,1.7340000000000002e-10,0.9840000000000001,2.864e-15,99.99,1284.0,2.8010000000000004e-06,0.9990000000000001,CXOGC J174524.3-290159,X
76, 2CXO J174527.6-285257,0.02744,0.0577,0.79,0.76,41.0,26.49,0.9831,0.9444,108.5,53,1433100.1,267.6989,4.91e-14,-3.0460000000000003,1.069e-05,8.977e-09,1.014,3.7019999999999996e-14,168.7,1520.0,2.864e-09,1.14,4.684e-14,54.32,3546.0,8.957e-05,1.355,CXOU J174527.6-285258,X
